molecule_chembl_id,canonical_smiles,standard_value
CHEMBL92692,C[C@H](CN(O)C=O)C(=O)N[C@H](C(=O)N(C)C)C(C)(C)C,100.0
CHEMBL93332,CCCC[C@@H](CN(O)C=O)C(=O)N[C@H](C(=O)N(C)C)C(C)(C)C,70.0
CHEMBL422076,CCCC[C@H](NCC(=O)O)C(=O)N[C@H](C(=O)N(C)C)C(C)(C)C,1000.0
CHEMBL325526,CCCC[C@H](CNC=O)C(=O)N[C@H](C(=O)N(C)C)C(C)(C)C,1000.0
CHEMBL120392,CCCCC(CC(=N)NO)C(=O)N[C@H](C(=O)N(C)C)C(C)(C)C,1000.0
CHEMBL120357,CCCCC(CP(=O)(O)O)C(=O)N[C@H](C(=O)N(C)C)C(C)(C)C,1000.0
CHEMBL422256,CCCC[C@H](CC(=O)O)C(=O)N[C@H](C(=O)N(C)C)C(C)(C)C,200.0
CHEMBL122067,CCCC[C@H](CC(=O)NO)C(=O)N[C@H](C(=O)N(C)C)C(C)(C)C,1.0
CHEMBL120291,CCCCC(C[PH](=O)O)C(=O)N[C@H](C(=O)N(C)C)C(C)(C)C,1000.0
CHEMBL84969,CCCCC(CN(O)C=O)C(=O)N[C@H](C(=O)N(C)C)C(C)(C)C,70.0
CHEMBL120155,CCCC[C@H](CN(O)C(N)=O)C(=O)N[C@H](C(=O)N(C)C)C(C)(C)C,1000.0
CHEMBL308333,CCCCC[C@H](CC(=O)NO)C(=O)N[C@H](C(=O)N1CCC[C@H]1CO)C(C)C,10.0
CHEMBL120479,CCCC[C@H](CC(=O)NN)C(=O)N[C@H](C(=O)N(C)C)C(C)(C)C,200.0
CHEMBL419929,CCCN1/C(=C/C(=O)NO)Sc2ccccc21,8390.0
CHEMBL323389,CCCCN1/C(=C/C(=O)NO)S(=O)(=O)c2ccccc21,100000.0
CHEMBL113143,CCCCN1/C(=C/C(=O)O)Sc2ccccc21,100000.0
CHEMBL112788,CCN1/C(=C/C(=O)NO)Sc2ccccc21,100000.0
CHEMBL331367,CCCCCN1/C(=C/C(=O)NO)Sc2ccccc21,9910.0
CHEMBL324693,CCCCN1/C(=C/C(=O)NO)Sc2ccccc21,1040.0
CHEMBL373862,O=C(CNO)Cc1c[nH]c2cccc(F)c12,700000.0
CHEMBL216480,O=C(CNO)Cc1c[nH]c2ccc(Br)cc12,360000.0
CHEMBL220027,Cc1c(CN(O)C=O)c2cc(Br)ccc2n1S(=O)(=O)c1ccccc1,200000.0
CHEMBL219460,Cc1[nH]c2ccc(Br)cc2c1CC(=O)CNO,450000.0
CHEMBL219438,O=C(CNO)Cc1c[nH]c2cc(Br)ccc12,250000.0
CHEMBL373863,O=C(CNO)Cc1c[nH]c2ccc(Cl)cc12,600000.0
CHEMBL1807949,O=C1C(=O)c2c(C(=O)c3ccccc3)coc2C(Cl)=C1Cl,45000.0
CHEMBL1807943,O=C1C=Cc2occ(C(=O)c3ccccc3)c2C1=O,59000.0
CHEMBL1807944,COc1ccc(C(=O)c2coc3c2C(=O)C(=O)C=C3)cc1,34000.0
CHEMBL1807947,COc1ccc(C(=O)c2coc3c2C(=O)C(=O)C=C3Cl)cc1,16000.0
CHEMBL1807945,COc1ccc(C(=O)c2coc3c2C(=O)C(=O)C(Cl)=C3)cc1,40000.0
CHEMBL1807948,COc1ccc(C(=O)c2coc3c2C(=O)C(=O)C=C3Br)cc1,15000.0
CHEMBL1807950,COc1ccc(C(=O)c2coc3c2C(=O)C(=O)C(Cl)=C3Cl)cc1,15000.0
CHEMBL1807952,COc1ccc(C(=O)c2coc3c2C(=O)C(=O)C(Cl)=C3Cl)cc1OC,6100.0
CHEMBL1808000,COc1cc(C(=O)c2coc3c2C(=O)C(=O)C(Cl)=C3Cl)cc(OC)c1OC,25000.0
CHEMBL1807951,COc1ccc(C(=O)c2coc3c2C(=O)C(=O)C(Br)=C3Br)cc1,65000.0
CHEMBL1807999,COc1ccc(C(=O)c2coc3c2C(=O)C(=O)C(Br)=C3Br)cc1OC,10000.0
CHEMBL1808001,COc1cc(C(=O)c2coc3c2C(=O)C(=O)C(Br)=C3Br)cc(OC)c1OC,5200.0
CHEMBL1807946,COc1ccc(C(=O)c2coc3c2C(=O)C(=O)C(Br)=C3)cc1,32000.0
CHEMBL4637933,Cc1cnc(NC(=O)[C@@H]2CC3(CC3)CN2C(=O)[C@@H](CC(=O)NO)CC2CCCC2)s1,2.78
CHEMBL4636221,O=C(C[C@@H](CC1CCCC1)C(=O)N1CC2(CC2)C[C@H]1C(=O)Nc1ccc(F)cn1)NO,5.87
CHEMBL4644600,CCCC[C@H](CC(=O)NO)C(=O)N1CC2(CC2)C[C@H]1C(=O)Nc1ncc(C)s1,9.42
CHEMBL4639327,CCCC[C@H](CC(=O)NO)C(=O)N1CC2(CC2)C[C@H]1C(=O)Nc1ccc(F)cn1,4.92
CHEMBL4641901,Cc1cnc(NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(=O)NO)CC2CCCC2)s1,8.94
CHEMBL4636076,O=C(C[C@@H](CC1CCCC1)C(=O)N1CCC[C@H]1C(=O)Nc1ccc(F)cn1)NO,10.9
CHEMBL4642360,C=C1C[C@@H](C(=O)Nc2ccc(F)cn2)N(C(=O)[C@@H](CC(=O)NO)CC2CCCC2)C1,7.15
CHEMBL4638057,Cc1csc(NC(=O)[C@@H]2CC3(CC3)CN2C(=O)[C@@H](CC(=O)NO)CC2CCCC2)n1,2.99
CHEMBL4645936,O=C(C[C@@H](CC1CCCC1)C(=O)N1CC2(CC2)C[C@H]1C(=O)Nc1nccs1)NO,8.74
CHEMBL4645201,O=C(C[C@@H](CC1CCCC1)C(=O)N1CC2(CC2)C[C@H]1C(=O)Nc1cccnn1)NO,13.1
CHEMBL4641571,Cn1cc(NC(=O)[C@@H]2CC3(CC3)CN2C(=O)[C@@H](CC(=O)NO)CC2CCCC2)cn1,30.2
CHEMBL4638180,O=C(C[C@@H](CC1CCCC1)C(=O)N1CC2(CC2)C[C@H]1C(=O)Nc1ccncn1)NO,9.53
CHEMBL4634572,O=C(C[C@@H](CC1CCCC1)C(=O)N1CC2(CC2)C[C@H]1C(=O)Nc1cnccn1)NO,5.87
CHEMBL4640974,O=C(C[C@@H](CC1CCCC1)C(=O)N1CC2(CC2)C[C@H]1C(=O)Nc1ccccc1)NO,6.42
CHEMBL4632607,Cc1ccc(NC(=O)[C@@H]2CC3(CC3)CN2C(=O)[C@@H](CC(=O)NO)CC2CCCC2)cc1,3.58
CHEMBL4637166,O=C(C[C@@H](CC1CCCC1)C(=O)N1CC2(CC2)C[C@H]1C(=O)Nc1ccc(Br)cc1)NO,6.12
CHEMBL4635093,O=C(C[C@@H](CC1CCCC1)C(=O)N1CC2(CC2)C[C@H]1C(=O)Nc1ccc(F)cc1C(F)(F)F)NO,7.01
CHEMBL4641062,O=C(C[C@@H](CC1CCCC1)C(=O)N1CC2(CC2)C[C@H]1c1nc(-c2ccccc2)no1)NO,3.77
CHEMBL4649755,Cc1noc([C@@H]2CC3(CC3)CN2C(=O)[C@@H](CC(=O)NO)CC2CCCC2)n1,29.3
CHEMBL4641416,O=C(C[C@@H](CC1CCCC1)C(=O)N1CC2(CC2)C[C@H]1c1nc(-c2ccc(F)cn2)no1)NO,5.01
CHEMBL4643686,O=C(C[C@@H](CC1CCCC1)C(=O)N1CC2(CC2)C[C@H]1c1nc(-c2cnccn2)no1)NO,16.1
CHEMBL4640884,Cc1ccc(-c2noc([C@@H]3CC4(CC4)CN3C(=O)[C@@H](CC(=O)NO)CC3CCCC3)n2)cc1,9.26
CHEMBL4646467,CCc1ccc(-c2noc([C@@H]3CC4(CC4)CN3C(=O)[C@@H](CC(=O)NO)CC3CCCC3)n2)cc1,8.81
CHEMBL4643984,CCCCc1ccc(-c2noc([C@@H]3CC4(CC4)CN3C(=O)[C@@H](CC(=O)NO)CC3CCCC3)n2)cc1,4.24
CHEMBL4636545,O=C(C[C@@H](CC1CCCC1)C(=O)N1CC2(CC2)C[C@H]1c1nc(-c2ccc(C3CC3)cc2)no1)NO,5.01
CHEMBL4643967,O=C(C[C@@H](CC1CCCC1)C(=O)N1CC2(CC2)C[C@H]1c1nc(-c2ccc(Br)cc2)no1)NO,5.48
CHEMBL4635263,O=C(C[C@@H](CC1CCCC1)C(=O)N1CC2(CC2)C[C@H]1c1nc(-c2ccc(C(F)(F)F)cc2)no1)NO,7.19
CHEMBL4645966,O=C(C[C@@H](CC1CCCC1)C(=O)N1CC2(CC2)C[C@H]1c1nc(-c2ccc(C(F)(F)F)cc2Cl)no1)NO,6.47
CHEMBL4649534,O=C(C[C@@H](CC1CCCC1)C(=O)N1CC2(CC2)C[C@H]1c1nc(-c2ccc(C(F)(F)F)cc2F)no1)NO,4.85
CHEMBL4635911,O=C(C[C@@H](CC1CCCC1)C(=O)N1CC2(CC2)C[C@H]1c1nc(-c2ccc(F)cc2C(F)(F)F)no1)NO,4.11
CHEMBL4637631,O=C(C[C@@H](CC1CCCC1)C(=O)N1CC2(CC2)C[C@H]1c1nc(-c2cc(F)cc(F)c2F)no1)NO,7.08
