activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,18300468,[],CHEMBL4124682,Binding affinity to 80S ribosome in human HuH7 cells harboring pCMV-truncated human PCSK9 (1 to 152 residues)-proLuc assessed as inhibition of PCSK9 mRNA translation after overnight incubation by luciferase reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cnc2c(c1)nnn2-c1ccc(C(=O)N(c2ncccc2Cl)[C@@H]2CCCNC2)nc1,,,CHEMBL4118248,J Med Chem,2018,"{'bei': '13.52', 'le': '0.26', 'lle': '3.10', 'sei': '5.97'}",CHEMBL4107559,,CHEMBL4107559,6.07,False,http://www.openphacts.org/units/Nanomolar,3038051,=,1,True,=,,IC50,nM,,850.0,CHEMBL3987582,Homo sapiens,80S Ribosome,9606,,,IC50,uM,UO_0000065,,0.85
,18300495,[],CHEMBL4124698,Binding affinity to 80S ribosome in human HuH7 cells assessed as inhibition of PCSK9 mRNA translation after overnight incubation by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(CCC(=O)N(c2nccc3ccccc23)[C@@H]2CCCNC2)cc1,,,CHEMBL4118248,J Med Chem,2018,"{'bei': '13.04', 'le': '0.24', 'lle': '1.12', 'sei': '9.32'}",CHEMBL4128250,,CHEMBL4128250,5.08,False,http://www.openphacts.org/units/Nanomolar,3038039,=,1,True,=,,IC50,nM,,8370.0,CHEMBL3987582,Homo sapiens,80S Ribosome,9606,,,IC50,uM,UO_0000065,,8.37
,18300496,[],CHEMBL4124698,Binding affinity to 80S ribosome in human HuH7 cells assessed as inhibition of PCSK9 mRNA translation after overnight incubation by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(c1ccc(-c2cnccn2)cc1)N(c1nccc2ccccc12)[C@@H]1CCCNC1,,,CHEMBL4118248,J Med Chem,2018,"{'bei': '12.28', 'le': '0.22', 'lle': '0.94', 'sei': '7.08'}",CHEMBL4127016,,CHEMBL4127016,5.03,False,http://www.openphacts.org/units/Nanomolar,3038041,=,1,True,=,,IC50,nM,,9320.0,CHEMBL3987582,Homo sapiens,80S Ribosome,9606,,,IC50,uM,UO_0000065,,9.32
,18300497,[],CHEMBL4124698,Binding affinity to 80S ribosome in human HuH7 cells assessed as inhibition of PCSK9 mRNA translation after overnight incubation by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,Cn1cc(-c2ccc(C(=O)N(c3nccc4ccccc34)[C@@H]3CCCNC3)cc2)cn1,,,CHEMBL4118248,J Med Chem,2018,"{'bei': '13.67', 'le': '0.25', 'lle': '1.59', 'sei': '8.92'}",CHEMBL4128388,,CHEMBL4128388,5.62,False,http://www.openphacts.org/units/Nanomolar,3038042,=,1,True,=,,IC50,nM,,2380.0,CHEMBL3987582,Homo sapiens,80S Ribosome,9606,,,IC50,uM,UO_0000065,,2.38
,18300498,[],CHEMBL4124698,Binding affinity to 80S ribosome in human HuH7 cells assessed as inhibition of PCSK9 mRNA translation after overnight incubation by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(c1ccc(-c2cnn3cccnc23)cc1)N(c1nccc2ccccc12)[C@@H]1CCCNC1,,,CHEMBL4118248,J Med Chem,2018,"{'bei': '13.13', 'le': '0.24', 'lle': '1.55', 'sei': '7.81'}",CHEMBL4130157,,CHEMBL4130157,5.89,False,http://www.openphacts.org/units/Nanomolar,3038043,=,1,True,=,,IC50,nM,,1290.0,CHEMBL3987582,Homo sapiens,80S Ribosome,9606,,,IC50,uM,UO_0000065,,1.29
,18300499,[],CHEMBL4124698,Binding affinity to 80S ribosome in human HuH7 cells assessed as inhibition of PCSK9 mRNA translation after overnight incubation by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(c1ccc(-n2nnc3cccnc32)cc1)N(c1nccc2ccccc12)[C@@H]1CCCNC1,,,CHEMBL4118248,J Med Chem,2018,"{'bei': '13.45', 'le': '0.24', 'lle': '2.29', 'sei': '6.81'}",CHEMBL4126894,,CHEMBL4126894,6.05,False,http://www.openphacts.org/units/Nanomolar,3038044,=,1,True,=,,IC50,nM,,900.0,CHEMBL3987582,Homo sapiens,80S Ribosome,9606,,,IC50,uM,UO_0000065,,0.9
,18300500,[],CHEMBL4124698,Binding affinity to 80S ribosome in human HuH7 cells assessed as inhibition of PCSK9 mRNA translation after overnight incubation by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(c1ccc(-n2nnc3cccnc32)cc1)N(c1ncccc1Cl)[C@@H]1CCCNC1,,,CHEMBL4118248,J Med Chem,2018,"{'bei': '14.03', 'le': '0.27', 'lle': '2.83', 'sei': '6.85'}",CHEMBL4109308,,CHEMBL4109308,6.09,False,http://www.openphacts.org/units/Nanomolar,3038045,=,1,True,=,,IC50,nM,,820.0,CHEMBL3987582,Homo sapiens,80S Ribosome,9606,,,IC50,uM,UO_0000065,,0.82
,18300501,[],CHEMBL4124698,Binding affinity to 80S ribosome in human HuH7 cells assessed as inhibition of PCSK9 mRNA translation after overnight incubation by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccc2nnn(-c3ccc(C(=O)N(c4ncccc4Cl)[C@@H]4CCCNC4)cc3)c2n1,,,CHEMBL4118248,J Med Chem,2018,"{'bei': '13.50', 'le': '0.26', 'lle': '2.48', 'sei': '6.81'}",CHEMBL4126496,,CHEMBL4126496,6.05,False,http://www.openphacts.org/units/Nanomolar,3038047,=,1,True,=,,IC50,nM,,900.0,CHEMBL3987582,Homo sapiens,80S Ribosome,9606,,,IC50,uM,UO_0000065,,0.9
,18300502,[],CHEMBL4124698,Binding affinity to 80S ribosome in human HuH7 cells assessed as inhibition of PCSK9 mRNA translation after overnight incubation by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cnc2c(c1)nnn2-c1ccc(C(=O)N(c2ncccc2Cl)[C@@H]2CCCNC2)cc1,,,CHEMBL4118248,J Med Chem,2018,"{'bei': '13.64', 'le': '0.26', 'lle': '2.54', 'sei': '6.88'}",CHEMBL4114159,,CHEMBL4114159,6.11,False,http://www.openphacts.org/units/Nanomolar,3038048,=,1,True,=,,IC50,nM,,780.0,CHEMBL3987582,Homo sapiens,80S Ribosome,9606,,,IC50,uM,UO_0000065,,0.78
,18300503,[],CHEMBL4124698,Binding affinity to 80S ribosome in human HuH7 cells assessed as inhibition of PCSK9 mRNA translation after overnight incubation by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(c1ccc(-n2nnc3cccnc32)cn1)N(c1ncccc1Cl)[C@@H]1CCCNC1,,,CHEMBL4118248,J Med Chem,2018,"{'bei': '13.43', 'le': '0.26', 'lle': '3.18', 'sei': '5.74'}",CHEMBL4108338,,CHEMBL4108338,5.84,False,http://www.openphacts.org/units/Nanomolar,3038049,=,1,True,=,,IC50,nM,,1440.0,CHEMBL3987582,Homo sapiens,80S Ribosome,9606,,,IC50,uM,UO_0000065,,1.44
,18300504,[],CHEMBL4124698,Binding affinity to 80S ribosome in human HuH7 cells assessed as inhibition of PCSK9 mRNA translation after overnight incubation by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(c1ccc(-n2nnc3cccnc32)nc1)N(c1ncccc1Cl)[C@@H]1CCCNC1,,,CHEMBL4118248,J Med Chem,2018,"{'bei': '11.58', 'le': '0.22', 'lle': '2.37', 'sei': '4.95'}",CHEMBL4128560,,CHEMBL4128560,5.03,False,http://www.openphacts.org/units/Nanomolar,3038050,=,1,True,=,,IC50,nM,,9240.0,CHEMBL3987582,Homo sapiens,80S Ribosome,9606,,,IC50,uM,UO_0000065,,9.24
,18300505,[],CHEMBL4124698,Binding affinity to 80S ribosome in human HuH7 cells assessed as inhibition of PCSK9 mRNA translation after overnight incubation by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cnc2c(c1)nnn2-c1ccc(C(=O)N(c2ncccc2Cl)[C@@H]2CCCNC2)nc1,,,CHEMBL4118248,J Med Chem,2018,"{'bei': '13.06', 'le': '0.25', 'lle': '2.89', 'sei': '5.76'}",CHEMBL4107559,,CHEMBL4107559,5.86,False,http://www.openphacts.org/units/Nanomolar,3038051,=,1,True,=,,IC50,nM,,1370.0,CHEMBL3987582,Homo sapiens,80S Ribosome,9606,,,IC50,uM,UO_0000065,,1.37
,18300506,[],CHEMBL4124698,Binding affinity to 80S ribosome in human HuH7 cells assessed as inhibition of PCSK9 mRNA translation after overnight incubation by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,CN(C)c1cncc(-c2ccc(C(=O)N(c3ncccc3Cl)[C@@H]3CCCNC3)cc2)n1,,,CHEMBL4118248,J Med Chem,2018,"{'bei': '12.65', 'le': '0.24', 'lle': '1.87', 'sei': '7.44'}",CHEMBL4127311,,CHEMBL4127311,5.53,False,http://www.openphacts.org/units/Nanomolar,3038052,=,1,True,=,,IC50,nM,,2970.0,CHEMBL3987582,Homo sapiens,80S Ribosome,9606,,,IC50,uM,UO_0000065,,2.97
,18300507,[],CHEMBL4124698,Binding affinity to 80S ribosome in human HuH7 cells assessed as inhibition of PCSK9 mRNA translation after overnight incubation by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cncc(-c2ccc(C(=O)N(c3ncccc3Cl)[C@@H]3CCCNC3)cc2)n1,,,CHEMBL4118248,J Med Chem,2018,"{'bei': '13.61', 'le': '0.26', 'lle': '1.65', 'sei': '7.82'}",CHEMBL4127458,,CHEMBL4127458,5.55,False,http://www.openphacts.org/units/Nanomolar,3038053,=,1,True,=,,IC50,nM,,2820.0,CHEMBL3987582,Homo sapiens,80S Ribosome,9606,,,IC50,uM,UO_0000065,,2.82
,18300508,[],CHEMBL4124698,Binding affinity to 80S ribosome in human HuH7 cells assessed as inhibition of PCSK9 mRNA translation after overnight incubation by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,CNc1cncc(-c2ccc(C(=O)N(c3ncccc3Cl)[C@@H]3CCCNC3)cc2)n1,,,CHEMBL4118248,J Med Chem,2018,"{'bei': '13.03', 'le': '0.25', 'lle': '1.88', 'sei': '6.64'}",CHEMBL4126072,,CHEMBL4126072,5.51,False,http://www.openphacts.org/units/Nanomolar,3038054,=,1,True,=,,IC50,nM,,3080.0,CHEMBL3987582,Homo sapiens,80S Ribosome,9606,,,IC50,uM,UO_0000065,,3.08
,18944941,[],CHEMBL4329570,Binding affinity to 80S ribosome in human HuH7 cells harboring human PCSK9 (1 to 152 residues)-proLuc assessed as inhibition of PCSK9 mRNA translation after overnight incubation by luciferase reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(CCC(=O)N(c2nccc3ccccc23)[C@@H]2CCCNC2)cc1,,,CHEMBL4325911,Bioorg Med Chem Lett,2018,"{'bei': '14.33', 'le': '0.26', 'lle': '1.62', 'sei': '10.25'}",CHEMBL4128250,,CHEMBL4128250,5.58,False,http://www.openphacts.org/units/Nanomolar,3160455,=,1,True,=,,IC50,nM,,2630.0,CHEMBL3987582,Homo sapiens,80S Ribosome,9606,,,IC50,uM,UO_0000065,,2.63
,18944942,[],CHEMBL4329570,Binding affinity to 80S ribosome in human HuH7 cells harboring human PCSK9 (1 to 152 residues)-proLuc assessed as inhibition of PCSK9 mRNA translation after overnight incubation by luciferase reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(CCc1ccc(-n2nnc3cccnc32)cc1)N(c1ncccc1Cl)[C@@H]1CCCNC1,,,CHEMBL4325911,Bioorg Med Chem Lett,2018,"{'bei': '13.90', 'le': '0.27', 'lle': '2.84', 'sei': '7.23'}",CHEMBL4574496,,CHEMBL4574496,6.42,False,http://www.openphacts.org/units/Nanomolar,3160456,=,1,True,=,,IC50,nM,,380.0,CHEMBL3987582,Homo sapiens,80S Ribosome,9606,,,IC50,uM,UO_0000065,,0.38
,18944943,[],CHEMBL4329570,Binding affinity to 80S ribosome in human HuH7 cells harboring human PCSK9 (1 to 152 residues)-proLuc assessed as inhibition of PCSK9 mRNA translation after overnight incubation by luciferase reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cnc2c(c1)nnn2-c1ccc(CCC(=O)N(c2ncccc2Cl)[C@@H]2CCCNC2)nc1,,,CHEMBL4325911,Bioorg Med Chem Lett,2018,"{'bei': '12.73', 'le': '0.24', 'lle': '2.78', 'sei': '5.97'}",CHEMBL4533299,,CHEMBL4533299,6.07,False,http://www.openphacts.org/units/Nanomolar,3160457,=,1,True,=,,IC50,nM,,850.0,CHEMBL3987582,Homo sapiens,80S Ribosome,9606,,,IC50,uM,UO_0000065,,0.85
,18944944,[],CHEMBL4329570,Binding affinity to 80S ribosome in human HuH7 cells harboring human PCSK9 (1 to 152 residues)-proLuc assessed as inhibition of PCSK9 mRNA translation after overnight incubation by luciferase reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(N1CCC(c2ccccc2)CC1)N(c1nccc2ccccc12)[C@@H]1CCCNC1,,,CHEMBL4325911,Bioorg Med Chem Lett,2018,"{'bei': '13.90', 'le': '0.25', 'lle': '0.97', 'sei': '11.89'}",CHEMBL4534859,,CHEMBL4534859,5.76,False,http://www.openphacts.org/units/Nanomolar,3160459,=,1,True,=,,IC50,nM,,1730.0,CHEMBL3987582,Homo sapiens,80S Ribosome,9606,,,IC50,uM,UO_0000065,,1.73
,18944945,[],CHEMBL4329570,Binding affinity to 80S ribosome in human HuH7 cells harboring human PCSK9 (1 to 152 residues)-proLuc assessed as inhibition of PCSK9 mRNA translation after overnight incubation by luciferase reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(N1CCC(c2ccccc2)CC1)N(c1ncccc1Cl)[C@@H]1CCCNC1,,,CHEMBL4325911,Bioorg Med Chem Lett,2018,"{'bei': '14.18', 'le': '0.28', 'lle': '1.37', 'sei': '11.67'}",CHEMBL4446635,,CHEMBL4446635,5.66,False,http://www.openphacts.org/units/Nanomolar,3160460,=,1,True,=,,IC50,nM,,2210.0,CHEMBL3987582,Homo sapiens,80S Ribosome,9606,,,IC50,uM,UO_0000065,,2.21
,18944946,[],CHEMBL4329570,Binding affinity to 80S ribosome in human HuH7 cells harboring human PCSK9 (1 to 152 residues)-proLuc assessed as inhibition of PCSK9 mRNA translation after overnight incubation by luciferase reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cccnc1N(C(=O)N1CCC(c2ccccc2)CC1)[C@@H]1CCCNC1,,,CHEMBL4325911,Bioorg Med Chem Lett,2018,"{'bei': '15.03', 'le': '0.28', 'lle': '1.74', 'sei': '11.74'}",CHEMBL4566239,,CHEMBL4566239,5.69,False,http://www.openphacts.org/units/Nanomolar,3160461,=,1,True,=,,IC50,nM,,2050.0,CHEMBL3987582,Homo sapiens,80S Ribosome,9606,,,IC50,uM,UO_0000065,,2.05
,18944947,[],CHEMBL4329570,Binding affinity to 80S ribosome in human HuH7 cells harboring human PCSK9 (1 to 152 residues)-proLuc assessed as inhibition of PCSK9 mRNA translation after overnight incubation by luciferase reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(N1CCC(c2cnn3cccnc23)CC1)N(c1ncccc1Cl)[C@@H]1CCCNC1,,,CHEMBL4325911,Bioorg Med Chem Lett,2018,,CHEMBL4444210,,CHEMBL4444210,,False,http://www.openphacts.org/units/Nanomolar,3160466,>,1,True,>,,IC50,nM,,20000.0,CHEMBL3987582,Homo sapiens,80S Ribosome,9606,,,IC50,uM,UO_0000065,,20.0
,18944948,[],CHEMBL4329570,Binding affinity to 80S ribosome in human HuH7 cells harboring human PCSK9 (1 to 152 residues)-proLuc assessed as inhibition of PCSK9 mRNA translation after overnight incubation by luciferase reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(N1CCN(c2ccccc2)CC1)N(c1nccc2ccccc12)[C@@H]1CCCNC1,,,CHEMBL4325911,Bioorg Med Chem Lett,2018,"{'bei': '11.79', 'le': '0.22', 'lle': '1.16', 'sei': '9.48'}",CHEMBL4456204,,CHEMBL4456204,4.90,False,http://www.openphacts.org/units/Nanomolar,3160467,=,1,True,=,,IC50,nM,,12600.0,CHEMBL3987582,Homo sapiens,80S Ribosome,9606,,,IC50,uM,UO_0000065,,12.6
,18944949,[],CHEMBL4329570,Binding affinity to 80S ribosome in human HuH7 cells harboring human PCSK9 (1 to 152 residues)-proLuc assessed as inhibition of PCSK9 mRNA translation after overnight incubation by luciferase reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccc2c(N3CCN(C(=O)N(c4nccc5ccccc45)[C@@H]4CCCNC4)CC3)noc2c1,,,CHEMBL4325911,Bioorg Med Chem Lett,2018,"{'bei': '11.59', 'le': '0.21', 'lle': '1.27', 'sei': '7.02'}",CHEMBL4525277,,CHEMBL4525277,5.46,False,http://www.openphacts.org/units/Nanomolar,3160468,=,1,True,=,,IC50,nM,,3500.0,CHEMBL3987582,Homo sapiens,80S Ribosome,9606,,,IC50,uM,UO_0000065,,3.5
,18944950,[],CHEMBL4329571,Binding affinity to 80S ribosome in human HeLa cells lysates using human full length PCSK9 encoding mRNAs assessed as inhibition of PCSK9 mRNA translation after 45 mins by Steady-Glo luciferase reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(CCC(=O)N(c2nccc3ccccc23)[C@@H]2CCCNC2)cc1,,,CHEMBL4325911,Bioorg Med Chem Lett,2018,"{'bei': '13.08', 'le': '0.24', 'lle': '1.13', 'sei': '9.36'}",CHEMBL4128250,,CHEMBL4128250,5.09,False,http://www.openphacts.org/units/Nanomolar,3160455,=,1,True,=,,IC50,nM,,8040.0,CHEMBL3987582,Homo sapiens,80S Ribosome,9606,,,IC50,uM,UO_0000065,,8.04
,18944951,[],CHEMBL4329571,Binding affinity to 80S ribosome in human HeLa cells lysates using human full length PCSK9 encoding mRNAs assessed as inhibition of PCSK9 mRNA translation after 45 mins by Steady-Glo luciferase reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(CCc1ccc(-n2nnc3cccnc32)cc1)N(c1ncccc1Cl)[C@@H]1CCCNC1,,,CHEMBL4325911,Bioorg Med Chem Lett,2018,"{'bei': '13.64', 'le': '0.26', 'lle': '2.72', 'sei': '7.09'}",CHEMBL4574496,,CHEMBL4574496,6.30,False,http://www.openphacts.org/units/Nanomolar,3160456,=,1,True,=,,IC50,nM,,500.0,CHEMBL3987582,Homo sapiens,80S Ribosome,9606,,,IC50,uM,UO_0000065,,0.5
