molecule_chembl_id,canonical_smiles,standard_value
CHEMBL366805,Cc1[nH]c([C@@H](Cc2cn(C)c3ccccc23)NC(=O)[C@@H](CC(=O)NC2CCCCC2)CC(C)C)nc1C(=O)O,29.0
CHEMBL368629,Cc1oc([C@@H](Cc2cn(C)c3ccccc23)NC(=O)[C@H](CC(C)C)OC(=O)OC2CCCCC2)nc1C(=O)O,17.0
CHEMBL177179,Cc1oc([C@@H](Cc2cn(C)c3ccccc23)NC(=O)[C@H](CC(C)C)NC(=O)CC2CCCCC2)nc1C(=O)O,680.0
CHEMBL173059,C/C=C/C=C/C=C/C(=O)O[C@@H]1C=C2COC(=O)[C@]2(O)[C@@]2(C)CCCC(C)(C)C12,155000.0
CHEMBL414605,Cc1[nH]c([C@@H](Cc2cn(C)c3ccccc23)NC(=O)[C@H](CC(C)C)NC(=O)N(C)C2CCCCC2)nc1C(=O)O,1.8
CHEMBL174871,Cc1[nH]c([C@@H](Cc2cn(C)c3ccccc23)NC(=O)[C@H](CC(C)C)NC(=O)CC2CCCCC2)nc1C(=O)O,470.0
CHEMBL441112,Cc1oc([C@@H](Cc2cn(C)c3ccccc23)NC(=O)[C@H](CC(C)C)NC(=O)NC2CCCCC2)nc1C(=O)O,220.0
CHEMBL173336,C/C=C/C=C/C(=O)O[C@@H]1C=C2COC(O)[C@]2(O)CC1,2500.0
CHEMBL175698,Cc1oc([C@@H](Cc2cn(C)c3ccccc23)NC(=O)[C@H](CC(C)C)OC(=O)N(C)C2CCCCC2)nc1C(=O)O,4.6
CHEMBL278176,CCCc1cc(Cn2c(CC)nc3c(C)cc(C)nc32)ccc1OC(C(=O)NS(=O)(=O)c1ccc(C(C)C)cc1)c1ccc2c(c1)OCO2,24.0
CHEMBL323464,CCCCS(=O)(=O)N(CCC)CCN1C[C@H](c2ccc3c(c2)OCO3)[C@@H](C(=O)O)[C@@H]1c1ccc(OC)c(F)c1,0.044
CHEMBL436899,CC[C@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H]1CSSC[C@H](N)C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)N[C@@H](C(C)C)C(=O)N[C@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N1)C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)[C@@H](C)CC,2000.0
CHEMBL416324,CO/N=C(\C)c1cc(C)cc(C)c1NC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl,0.04
CHEMBL303806,Cc1cc(C)c(NC(=O)c2sccc2S(=O)(=O)Nc2onc(C)c2Cl)c(C(=O)O)c1,2.62
CHEMBL9194,CCCCN(CCCC)C(=O)CN1C[C@H](c2ccc3c(c2)OCO3)[C@@H](C(=O)O)[C@@H]1c1ccc(OC)cc1,0.31
CHEMBL111277,CCCCCS(=O)(=O)N(CCC)CCN1C[C@H](c2ccc3c(c2)OCO3)[C@@H](C(=O)O)[C@@H]1c1ccc(OC)c(F)c1,0.078
CHEMBL419367,CCCN(CCN1C[C@H](c2ccc3c(c2)OCO3)[C@@H](C(=O)O)[C@@H]1c1ccc(OC)c(F)c1)S(=O)(=O)CCCC(F)(F)F,0.055
CHEMBL304860,CCCc1c(O)c(C(C)=O)cc(C(C)=O)c1NC(=O)c1sc(C)cc1S(=O)(=O)Nc1onc(C)c1Cl,12.36
CHEMBL294563,CC(=O)c1cc(C)cc(C)c1NC(=O)c1sc(C)cc1S(=O)(=O)Nc1onc(C)c1Cl,0.21
CHEMBL61425,CC(C)C[C@@H]1NC(=O)[C@@H](c2cccs2)NC(=O)[C@H](CC(=O)[O-])NC(=O)[C@H](CC(=O)N2CCN(c3ccccc3)CC2)NC(=O)[C@@H](CC(=O)[O-])NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC1=O.[Na+].[Na+],0.24
CHEMBL408141,CC[C@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H]1CSSC[C@H](N)C(=O)N[C@@H](CO)C(=O)N[C@@H](C(C)C)C(=O)N[C@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N1)C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)[C@@H](C)CC,3800.0
CHEMBL277595,Cc1cc(C)c(NC(=O)c2sccc2S(=O)(=O)Nc2onc(C)c2Cl)c(C)c1,0.15
CHEMBL61711,Cc1cc(C)c(NC(=O)c2sccc2S(=O)(=O)Nc2onc(C)c2Cl)c(C(=O)N(C)CC(C)(C)C)c1,0.68
CHEMBL291592,Cc1cc(C)c(NC(=O)c2sccc2S(=O)(=O)Nc2onc(C)c2Cl)c(S(=O)(=O)C(C)C)c1,0.05
CHEMBL300547,Cc1cc(C)c(NC(=O)c2sccc2S(=O)(=O)Nc2onc(C)c2Cl)c(C(=O)c2ccccc2)c1,0.39
CHEMBL293830,Cc1cc(C)c(NC(=O)c2sccc2S(=O)(=O)Nc2onc(C)c2Cl)c(C(=O)C2CC2)c1,0.03
CHEMBL294291,CC(=O)c1c(C)c(C)cc(C)c1NC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl,0.02
CHEMBL412460,CC[C@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H]1CSSC[C@H](N)C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)N[C@@H](C(C)C)C(=O)N[C@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N1)C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)[C@@H](C)CC,2500.0
CHEMBL436884,CC[C@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H]1CSSC[C@H](N)C(=O)N[C@@H](C(C)C)C(=O)N[C@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N1)C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)[C@@H](C)CC,2600.0
CHEMBL300577,Cc1cc(C)c(NC(=O)c2sccc2S(=O)(=O)Nc2onc(C)c2Cl)c(C(=O)N(C)C)c1,0.07
CHEMBL60276,Cc1cc(C)c(NC(=O)c2sccc2S(=O)(=O)Nc2onc(C)c2Cl)c(C(N)=O)c1,0.14
CHEMBL304460,Cc1cc(C)c(NC(=O)c2sccc2S(=O)(=O)Nc2onc(C)c2Cl)c(S(C)(=O)=O)c1,0.03
CHEMBL58359,Cc1cc(C)c(NC(=O)c2sccc2S(=O)(=O)Nc2onc(C)c2C)c(C#N)c1C,0.08
CHEMBL19950,CC(=O)c1cc(C)cc(C)c1NC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl,0.04
CHEMBL409777,CC[C@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H]1CSSC[C@H](N)C(=O)N[C@@H](CO)C(=O)N[C@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCSC)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](CCCCN)C(=O)N[C@@H](CCC(=O)O)C(=O)N1)C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)[C@@H](C)CC,10000.0
CHEMBL282724,Cc1cc2c(cc1CC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl)OCO2,1.4
CHEMBL59288,Cc1cc(-c2ncco2)cc(C)c1NC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl,1.27
CHEMBL62159,Cc1cc(C)c(NC(=O)c2sccc2S(=O)(=O)Nc2onc(C)c2Cl)c(C#N)c1C,0.05
CHEMBL314691,CC(C)C[C@@H]1NC(=O)[C@@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(=O)O)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC1=O,22.0
CHEMBL62019,CCCS(=O)(=O)c1cc(C)cc(C)c1NC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl,0.06
CHEMBL305602,Cc1cc(C)c(NC(=O)c2sccc2S(=O)(=O)Nc2onc(C)c2Cl)c(C(=O)CS(C)(=O)=O)c1,0.1
CHEMBL62112,CCC(=O)c1cc(C)cc(C)c1NC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl,0.06
CHEMBL325581,CCCN(CCN1C[C@H](c2ccc3c(c2)OCO3)[C@@H](C(=O)O)[C@@H]1c1ccc(OC)c(F)c1)S(=O)(=O)CCCCl,0.07
CHEMBL1205177,CC(C)C[C@@H]1NC(=O)[C@@H](c2cccs2)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)N2CCN(c3ccccc3)CC2)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC1=O,0.24
CHEMBL60367,CCC(=O)c1c(C)c(C)cc(C)c1NC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl,0.03
CHEMBL293398,Cc1cc(C)c(NC(=O)c2sccc2S(=O)(=O)Nc2onc(C)c2Cl)c(Cl)c1,0.09
CHEMBL293421,Cc1cc(C)c(NC(=O)c2sccc2S(=O)(=O)Nc2onc(C)c2Cl)c(C(=O)C2CCCCC2)c1,1.37
CHEMBL60058,C/C(=N\O)c1cc(C)cc(C)c1NC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl,0.02
CHEMBL265164,CC[C@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H]1CSSC[C@H](N)C(=O)N[C@@H](CO)C(=O)NCCCCC(=O)N[C@H](C(C)C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](Cc2ccccc2)C(=O)N1)C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)[C@@H](C)CC,2500.0
CHEMBL59819,Cc1ccc(NC(=O)c2sccc2S(=O)(=O)Nc2onc(C)c2Cl)c(C(=O)OC(C)C)c1,0.11
CHEMBL438380,CC[C@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H]1CSSC[C@H](N)C(=O)N[C@@H](CO)C(=O)NCCCCCCCC(=O)N[C@H](C(C)C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](Cc2ccccc2)C(=O)N1)C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)[C@@H](C)CC,1800.0
CHEMBL438768,CC[C@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H]1CSSC[C@H](N)C(=O)N[C@@H](CO)C(=O)N[C@H](CC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@@H](C(C)C)C(=O)N[C@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N1)C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)[C@@H](C)CC,7100.0
CHEMBL61780,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)C)cn2)nc(-c2ccnc(-c3nn[nH]n3)c2)nc1OCCO,23.0
CHEMBL58058,Cc1cc(C)c(NC(=O)c2sccc2S(=O)(=O)Nc2onc(C)c2Cl)c(-c2ccccc2)c1,1.47
CHEMBL109644,CCCCCCS(=O)(=O)N(CCC)CCN1C[C@H](c2ccc3c(c2)OCO3)[C@@H](C(=O)O)[C@@H]1c1ccc(OC)c(F)c1,0.077
CHEMBL432521,CC(=O)c1cc(C)cc(C)c1NC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1C,0.08
CHEMBL60149,COC(=O)c1cc(C)ccc1NC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl,0.04
CHEMBL8978,CCCc1cc(C(=O)O)ccc1OC(C(=O)NS(=O)(=O)c1ccc(C(C)C)cc1)c1ccc2c(c1)OCO2,0.26
CHEMBL299921,Cc1cc(C)c(NC(=O)c2sccc2S(=O)(=O)Nc2onc(C)c2Cl)c(-c2ncco2)c1,0.08
CHEMBL286333,Cc1ccccc1-c1ccc2c(c1)C(=O)c1ccccc1[C@@H]1[C@H](C(=O)O)[C@H](C(=O)O)[C@H]21,5000.0
CHEMBL433039,O=C1c2ccccc2[C@@H]2[C@H](C(=O)O)[C@H](C(=O)O)[C@@H]2c2ccc(-c3cccc4ccccc34)cc21,15000.0
CHEMBL414408,Cc1ccc(-c2ccc3c(c2)C(=O)c2ccccc2[C@@H]2[C@H](C(=O)O)[C@H](C(=O)O)[C@H]32)cc1,150.0
CHEMBL61211,COc1ccc(C2=C(C(=O)O)[C@@H](c3ccc4c(c3)OCO4)Oc3ccc(OC(C)C)cc32)cc1,0.45
CHEMBL286214,O=C1c2ccccc2[C@@H]2[C@H](C(=O)O)[C@H](C(=O)O)[C@@H]2c2ccc(-c3cc(Cl)cc(Cl)c3)cc21,26000.0
CHEMBL31662,CCc1ccc(-c2ccc3c(c2)C(=O)c2ccccc2[C@@H]2[C@H](C(=O)O)[C@H](C(=O)O)[C@H]32)cc1,350.0
CHEMBL286808,O=C1c2ccccc2[C@@H]2[C@H](C(=O)O)[C@H](C(=O)O)[C@@H]2c2ccccc21,800.0
CHEMBL31469,COc1ccc(-c2ccc3c(c2)C(=O)c2ccccc2[C@@H]2[C@H](C(=O)O)[C@H](C(=O)O)[C@H]32)cc1,530.0
CHEMBL30297,O=C1c2cc(Br)ccc2[C@@H]2[C@H](C(=O)O)[C@H](C(=O)O)[C@@H]2c2ccc(Br)cc21,650.0
CHEMBL283200,O=C1c2ccccc2[C@@H]2[C@H](C(=O)O)[C@H](C(=O)O)[C@@H]2c2ccc(-c3ccc(Cl)cc3)cc21,47.0
CHEMBL286395,O=C1c2ccccc2[C@@H]2[C@H](C(=O)O)[C@H](C(=O)O)[C@@H]2c2ccc(Br)cc21,400.0
CHEMBL31781,O=C1c2ccccc2[C@@H]2[C@H](C(=O)O)[C@H](C(=O)O)[C@@H]2c2ccc(-c3ccc(C(F)(F)F)cc3C(F)(F)F)cc21,25000.0
CHEMBL29265,O=C1c2ccccc2[C@@H]2[C@H](C(=O)O)[C@H](C(=O)O)[C@@H]2c2ccc(-c3ccc(Cl)cc3Cl)cc21,7600.0
CHEMBL31524,COc1ccccc1-c1ccc2c(c1)C(=O)c1ccccc1[C@@H]1[C@H](C(=O)O)[C@H](C(=O)O)[C@H]21,48000.0
CHEMBL433229,COc1cccc(-c2ccc3c(c2)C(=O)c2ccccc2[C@@H]2[C@H](C(=O)O)[C@H](C(=O)O)[C@H]32)c1,3900.0
CHEMBL286687,O=C1c2ccccc2[C@@H]2[C@H](C(=O)O)[C@H](C(=O)O)[C@@H]2c2ccc(-c3ccccc3)cc21,290.0
CHEMBL78929,Cc1ccccc1S(=O)(=O)Nc1onc(C)c1Br,140.0
CHEMBL421523,Cc1noc(NS(=O)(=O)c2ccc(Cl)cc2Cl)c1Br,2500.0
CHEMBL76360,Cc1noc(NS(=O)(=O)c2cccc(Cl)c2)c1C,1500.0
CHEMBL78552,Cc1noc(NS(=O)(=O)c2ccc(Cl)cc2)c1Br,2000.0
CHEMBL417651,Cc1noc(NS(=O)(=O)c2cccc(-c3ccccc3)c2)c1C,580.0
CHEMBL78080,Cc1noc(NS(=O)(=O)c2ccccc2)c1Br,79.0
CHEMBL80857,Cc1noc(NS(=O)(=O)c2ccccc2-c2ccccc2)c1Br,1.4
CHEMBL312685,Cc1cccc(S(=O)(=O)Nc2onc(C)c2Br)c1,120.0
CHEMBL78952,Cc1ccc(S(=O)(=O)Nc2onc(C)c2C)cc1,4200.0
CHEMBL78830,CCc1ccc(Br)cc1S(=O)(=O)Nc1onc(C)c1C,53.0
CHEMBL309692,CCc1ccc(Br)cc1S(=O)(=O)Nc1onc(C)c1Br,2.8
CHEMBL310427,Cc1noc(NS(=O)(=O)c2ccccc2-c2ccccc2)c1C,8.3
CHEMBL311258,Cc1noc(NS(=O)(=O)c2ccc(-c3ccccc3)cc2)c1C,9900.0
CHEMBL76779,COc1ccc(Br)cc1S(=O)(=O)Nc1onc(C)c1C,470.0
CHEMBL78853,COc1ccc(S(=O)(=O)Nc2onc(C)c2Br)cc1OC,490.0
CHEMBL80342,CCCc1ccc(Br)cc1S(=O)(=O)Nc1onc(C)c1Br,110.0
CHEMBL423941,CC[C@@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCN)NC(=O)[C@@H](Cc1ccccc1)NC(C)=O)C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)[C@H](C)CC,800.0
CHEMBL80538,Cc1noc(NS(=O)(=O)c2cccc(-c3ccccc3)c2)c1Br,120.0
CHEMBL311461,Cc1noc(NS(=O)(=O)c2cc(Cl)cc(Cl)c2)c1Br,62.0
CHEMBL312187,COc1ccc(Br)cc1S(=O)(=O)Nc1onc(C)c1Br,72.0
CHEMBL311138,CCc1ccc(CC)c(S(=O)(=O)Nc2onc(C)c2Br)c1,6.2
CHEMBL80129,Cc1noc(NS(=O)(=O)c2ccc(Br)cc2)c1C,8900.0
CHEMBL80980,Cc1noc(NS(=O)(=O)c2cccc3ccccc23)c1Br,110.0
CHEMBL309397,Cc1noc(NS(=O)(=O)c2cc(Cl)ccc2Cl)c1Br,110.0
CHEMBL308521,Cc1noc(NS(=O)(=O)c2ccccc2Cl)c1C,980.0
CHEMBL311455,Cc1noc(NS(=O)(=O)c2cc(Cl)ccc2Cl)c1C,280.0
CHEMBL80507,Cc1noc(NS(=O)(=O)c2ccc(Cl)c(Cl)c2)c1Br,550.0
CHEMBL27065,Cc1noc(NS(=O)(=O)c2cccc3ccccc23)c1C,440.0
CHEMBL78499,Cc1noc(NS(=O)(=O)c2ccccc2F)c1C,770.0
CHEMBL76438,Cc1ccc(S(=O)(=O)Nc2onc(C)c2Br)cc1,1400.0
CHEMBL310739,Cc1noc(NS(=O)(=O)c2ccccc2-c2ccccc2)c1Cl,3.8
CHEMBL312372,Cc1cc(C)c(S(=O)(=O)Nc2onc(C)c2C)c(C)c1,53000.0
CHEMBL310361,Cc1noc(NS(=O)(=O)c2ccccc2F)c1Br,160.0
CHEMBL311742,CCc1ccc(Br)c(S(=O)(=O)Nc2onc(C)c2Br)c1,29.0
CHEMBL267458,Cc1noc(NS(=O)(=O)c2cccc3c(N(C)C)cccc23)c1C,5.8
CHEMBL80782,Cc1noc(NS(=O)(=O)c2cccc3c(N(C)C)cccc23)c1Br,1.1
CHEMBL76949,Cc1noc(NS(=O)(=O)c2cc(Cl)cc(Cl)c2)c1C,430.0
CHEMBL79054,Cc1noc(NS(=O)(=O)c2ccc(Cl)cc2Cl)c1C,14000.0
CHEMBL80317,Cc1noc(NS(=O)(=O)c2cc(Br)ccc2Br)c1C,490.0
CHEMBL76860,Cc1noc(NS(=O)(=O)c2ccccc2)c1Cl,140.0
CHEMBL312670,Cc1noc(NS(=O)(=O)c2ccccc2)c1C,500.0
CHEMBL77090,Cc1ccccc1S(=O)(=O)Nc1onc(C)c1C,1000.0
CHEMBL78601,Cc1noc(NS(=O)(=O)c2ccc(Cl)cc2)c1C,10000.0
CHEMBL312266,Cc1noc(NS(=O)(=O)c2ccccc2Br)c1Br,40.0
CHEMBL311216,Cc1noc(NS(=O)(=O)c2cc(Br)ccc2Br)c1Br,140.0
CHEMBL312551,Cc1noc(NS(=O)(=O)c2cccc(Cl)c2C)c1C,990.0
CHEMBL311781,CCCc1ccc(Br)cc1S(=O)(=O)Nc1onc(C)c1C,15.6
CHEMBL311510,Cc1noc(NS(=O)(=O)c2cccc(-c3ccccc3)c2)c1Cl,160.0
CHEMBL80945,Cc1noc(NS(=O)(=O)c2ccc([N+](=O)[O-])cc2)c1C,90000.0
CHEMBL150719,CC[C@@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCN)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(C)=O)C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)[C@H](C)CC,130.0
CHEMBL430822,Cc1noc(NS(=O)(=O)c2ccc(Br)cc2)c1Br,3000.0
CHEMBL25970,Cc1noc(NS(=O)(=O)c2cccc([N+](=O)[O-])c2)c1C,14000.0
CHEMBL79066,CCc1ccc(CC)c(S(=O)(=O)Nc2onc(C)c2C)c1,27.0
CHEMBL78563,CNc1ccc(C)cc1S(=O)(=O)Nc1onc(C)c1Br,8.1
CHEMBL347948,CC[C@H](C)[C@@H](NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H]1CCCN1C(=O)[C@@H](Cc1ccccc1)NC(C)=O)C(=O)N[C@@H](C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)O)[C@@H](C)CC,15.0
CHEMBL79030,Cc1noc(NS(=O)(=O)c2cccc([N+](=O)[O-])c2)c1Br,2700.0
CHEMBL78669,Cc1noc(NS(=O)(=O)c2cccc(Cl)c2C)c1Br,170.0
CHEMBL80506,Cc1noc(NS(=O)(=O)c2ccccc2Br)c1C,620.0
CHEMBL76420,Cc1cccc(S(=O)(=O)Nc2onc(C)c2C)c1,720.0
CHEMBL76576,Cc1noc(NS(=O)(=O)c2ccc(Cl)c(Cl)c2)c1C,3800.0
CHEMBL148751,CC[C@@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)CN(Cc1ccccc1)C(=O)[C@@H](Cc1ccccc1)NC(C)=O)C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)[C@H](C)CC,30.0
CHEMBL77962,Cc1cc(C)c(S(=O)(=O)Nc2onc(C)c2Br)c(C)c1,5900.0
CHEMBL80807,CCc1ccc(Br)c(S(=O)(=O)Nc2onc(C)c2C)c1,270.0
CHEMBL79080,Cc1noc(NS(=O)(=O)c2ccc([N+](=O)[O-])cc2)c1Br,19000.0
CHEMBL420029,Cc1ccc(Br)cc1S(=O)(=O)Nc1onc(C)c1Br,240.0
CHEMBL76623,Cc1noc(NS(=O)(=O)c2ccc(-c3ccccc3)cc2)c1Br,2900.0
CHEMBL81593,Cc1noc(NS(=O)(=O)c2cccc(Br)c2)c1C,1800.0
CHEMBL80532,Cc1ccc(C)c(S(=O)(=O)Nc2onc(C)c2C)c1,270.0
CHEMBL80180,Cc1ccc(Br)cc1S(=O)(=O)Nc1onc(C)c1C,840.0
CHEMBL80438,Cc1noc(NS(=O)(=O)c2ccccc2Cl)c1Br,71.0
CHEMBL80484,Cc1ccc(C)c(S(=O)(=O)Nc2onc(C)c2Br)c1,44.0
CHEMBL453,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,850.0
CHEMBL79031,Cc1noc(NS(=O)(=O)c2cccc(Br)c2)c1Br,230.0
CHEMBL78734,Cc1noc(NS(=O)(=O)c2ccc(F)cc2)c1Br,13000.0
CHEMBL26522,Cc1noc(NS(=O)(=O)c2ccc(F)cc2)c1C,6700.0
CHEMBL310944,COc1ccc(S(=O)(=O)Nc2onc(C)c2C)cc1OC,1900.0
CHEMBL80808,Cc1noc(NS(=O)(=O)c2cccc(Cl)c2)c1Br,230.0
CHEMBL147510,CC[C@@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCN)NC(=O)[C@@H](Cc1ccc(O)cc1)NC(C)=O)C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)[C@H](C)CC,400.0
CHEMBL328942,CC[C@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(C)=O)C(c1ccccc1)c1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)[C@@H](C)CC,15.0
CHEMBL438194,CC[C@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1ccc(-c2ccccc2)cc1)NC(C)=O)C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)[C@@H](C)CC,4400.0
