activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,1747720,[],CHEMBL867991,Inhibition of VEGF165-NRP1 interaction by ELISA,B,,,BAO_0000190,BAO_0000357,single protein format,N#Cc1c(-c2ccccc2)c(NCCc2ccccc2)n2c(Cl)cccc12,,,CHEMBL1146846,Bioorg. Med. Chem. Lett.,2006,"{'bei': '15.33', 'le': '0.29', 'lle': '-0.09', 'sei': '14.17'}",CHEMBL387002,,CHEMBL387002,5.70,False,http://www.openphacts.org/units/Nanomolar,548338,=,1,True,=,,IC50,nM,,2000.0,CHEMBL5174,Homo sapiens,Neuropilin-1,9606,,,IC50,uM,UO_0000065,,2.0
,1747721,[],CHEMBL867991,Inhibition of VEGF165-NRP1 interaction by ELISA,B,,,BAO_0000190,BAO_0000357,single protein format,N#Cc1c(C2CCNCC2)c(NCCc2ccccc2)n2c(Cl)cccc12,,,CHEMBL1146846,Bioorg. Med. Chem. Lett.,2006,"{'bei': '10.62', 'le': '0.20', 'lle': '-0.57', 'sei': '7.70'}",CHEMBL214266,,CHEMBL214266,4.02,False,http://www.openphacts.org/units/Nanomolar,548341,=,1,True,=,,IC50,nM,,95000.0,CHEMBL5174,Homo sapiens,Neuropilin-1,9606,,,IC50,uM,UO_0000065,,95.0
,1747722,[],CHEMBL867991,Inhibition of VEGF165-NRP1 interaction by ELISA,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cnc(-c2c(C#N)c3cccc(Cl)n3c2NCCc2ccccc2)s1,,,CHEMBL1146846,Bioorg. Med. Chem. Lett.,2006,"{'bei': '11.85', 'le': '0.24', 'lle': '-0.89', 'sei': '8.77'}",CHEMBL215632,,CHEMBL215632,4.66,False,http://www.openphacts.org/units/Nanomolar,548342,=,1,True,=,,IC50,nM,,22000.0,CHEMBL5174,Homo sapiens,Neuropilin-1,9606,,,IC50,uM,UO_0000065,,22.0
,1747723,[],CHEMBL867991,Inhibition of VEGF165-NRP1 interaction by ELISA,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)(C)c1ccc(-c2c(C#N)c3cccc(Cl)n3c2NCCc2ccccc2)cc1,,,CHEMBL1146846,Bioorg. Med. Chem. Lett.,2006,"{'bei': '11.34', 'le': '0.21', 'lle': '-2.23', 'sei': '12.07'}",CHEMBL427044,,CHEMBL427044,4.85,False,http://www.openphacts.org/units/Nanomolar,548343,=,1,True,=,,IC50,nM,,14000.0,CHEMBL5174,Homo sapiens,Neuropilin-1,9606,,,IC50,uM,UO_0000065,,14.0
,1747724,[],CHEMBL867991,Inhibition of VEGF165-NRP1 interaction by ELISA,B,,,BAO_0000190,BAO_0000357,single protein format,N#Cc1c(CCO)c(NCCc2ccccc2)n2c(Cl)cccc12,,,CHEMBL1146846,Bioorg. Med. Chem. Lett.,2006,"{'bei': '14.38', 'le': '0.28', 'lle': '1.24', 'sei': '8.08'}",CHEMBL211986,,CHEMBL211986,4.89,False,http://www.openphacts.org/units/Nanomolar,548344,=,1,True,=,,IC50,nM,,13000.0,CHEMBL5174,Homo sapiens,Neuropilin-1,9606,,,IC50,uM,UO_0000065,,13.0
,1747725,[],CHEMBL867991,Inhibition of VEGF165-NRP1 interaction by ELISA,B,,,BAO_0000190,BAO_0000357,single protein format,N#Cc1c(-c2ccc(OC(F)(F)F)cc2)c(NCCc2ccccc2)n2c(Cl)cccc12,,,CHEMBL1146846,Bioorg. Med. Chem. Lett.,2006,"{'bei': '10.72', 'le': '0.21', 'lle': '-1.79', 'sei': '9.88'}",CHEMBL377006,,CHEMBL377006,4.89,False,http://www.openphacts.org/units/Nanomolar,548345,=,1,True,=,,IC50,nM,,13000.0,CHEMBL5174,Homo sapiens,Neuropilin-1,9606,,,IC50,uM,UO_0000065,,13.0
,1747726,[],CHEMBL867991,Inhibition of VEGF165-NRP1 interaction by ELISA,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)CCCOc1ccc(-c2c(C#N)c3cccc(Cl)n3c2NCCc2ccccc2)cc1,,,CHEMBL1146846,Bioorg. Med. Chem. Lett.,2006,"{'bei': '10.57', 'le': '0.20', 'lle': '-1.12', 'sei': '9.49'}",CHEMBL379832,,CHEMBL379832,5.00,False,http://www.openphacts.org/units/Nanomolar,548346,=,1,True,=,,IC50,nM,,10000.0,CHEMBL5174,Homo sapiens,Neuropilin-1,9606,,,IC50,uM,UO_0000065,,10.0
,1747727,[],CHEMBL867991,Inhibition of VEGF165-NRP1 interaction by ELISA,B,,,BAO_0000190,BAO_0000357,single protein format,N#Cc1c(-c2ccccc2S)c(NCCc2ccccc2)n2c(Cl)cccc12,,,CHEMBL1146846,Bioorg. Med. Chem. Lett.,2006,"{'bei': '12.38', 'le': '0.24', 'lle': '-1.07', 'sei': '12.43'}",CHEMBL213376,,CHEMBL213376,5.00,False,http://www.openphacts.org/units/Nanomolar,548347,=,1,True,=,,IC50,nM,,10000.0,CHEMBL5174,Homo sapiens,Neuropilin-1,9606,,,IC50,uM,UO_0000065,,10.0
,1747728,[],CHEMBL867991,Inhibition of VEGF165-NRP1 interaction by ELISA,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccccc1-c1c(C#N)c2cccc(Cl)n2c1NCCc1ccccc1,,,CHEMBL1146846,Bioorg. Med. Chem. Lett.,2006,"{'bei': '13.08', 'le': '0.25', 'lle': '-1.04', 'sei': '12.54'}",CHEMBL377450,,CHEMBL377450,5.05,False,http://www.openphacts.org/units/Nanomolar,548348,=,1,True,=,,IC50,nM,,9000.0,CHEMBL5174,Homo sapiens,Neuropilin-1,9606,,,IC50,uM,UO_0000065,,9.0
,1747729,[],CHEMBL867991,Inhibition of VEGF165-NRP1 interaction by ELISA,B,,,BAO_0000190,BAO_0000357,single protein format,N#Cc1c(-c2ccncc2)c(NCCc2ccccc2)n2c(Cl)cccc12,,,CHEMBL1146846,Bioorg. Med. Chem. Lett.,2006,"{'bei': '14.00', 'le': '0.26', 'lle': '0.04', 'sei': '9.83'}",CHEMBL212539,,CHEMBL212539,5.22,False,http://www.openphacts.org/units/Nanomolar,548349,=,1,True,=,,IC50,nM,,6000.0,CHEMBL5174,Homo sapiens,Neuropilin-1,9606,,,IC50,uM,UO_0000065,,6.0
,1747730,[],CHEMBL867991,Inhibition of VEGF165-NRP1 interaction by ELISA,B,,,BAO_0000190,BAO_0000357,single protein format,N#Cc1c(-c2cccc(S)c2)c(NCCc2ccccc2)n2c(Cl)cccc12,,,CHEMBL1146846,Bioorg. Med. Chem. Lett.,2006,"{'bei': '12.93', 'le': '0.25', 'lle': '-0.85', 'sei': '12.98'}",CHEMBL379106,,CHEMBL379106,5.22,False,http://www.openphacts.org/units/Nanomolar,548350,=,1,True,=,,IC50,nM,,6000.0,CHEMBL5174,Homo sapiens,Neuropilin-1,9606,,,IC50,uM,UO_0000065,,6.0
,1747731,[],CHEMBL867991,Inhibition of VEGF165-NRP1 interaction by ELISA,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(C)c(-c2c(C#N)c3cccc(Cl)n3c2NCCc2ccccc2)c1,,,CHEMBL1146846,Bioorg. Med. Chem. Lett.,2006,"{'bei': '13.06', 'le': '0.25', 'lle': '-1.18', 'sei': '12.98'}",CHEMBL213325,,CHEMBL213325,5.22,False,http://www.openphacts.org/units/Nanomolar,548351,=,1,True,=,,IC50,nM,,6000.0,CHEMBL5174,Homo sapiens,Neuropilin-1,9606,,,IC50,uM,UO_0000065,,6.0
,1747732,[],CHEMBL867991,Inhibition of VEGF165-NRP1 interaction by ELISA,B,,,BAO_0000190,BAO_0000357,single protein format,N#Cc1c(-c2ccc(F)cc2)c(NCCc2ccccc2)n2c(Cl)cccc12,,,CHEMBL1146846,Bioorg. Med. Chem. Lett.,2006,"{'bei': '13.60', 'le': '0.26', 'lle': '-0.63', 'sei': '13.18'}",CHEMBL540714,,CHEMBL540714,5.30,False,http://www.openphacts.org/units/Nanomolar,548352,=,1,True,=,,IC50,nM,,5000.0,CHEMBL5174,Homo sapiens,Neuropilin-1,9606,,,IC50,uM,UO_0000065,,5.0
,1747733,[],CHEMBL867991,Inhibition of VEGF165-NRP1 interaction by ELISA,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(-c2c(C#N)c3cccc(Cl)n3c2NCCc2ccccc2)cc1,,,CHEMBL1146846,Bioorg. Med. Chem. Lett.,2006,"{'bei': '13.74', 'le': '0.26', 'lle': '-0.79', 'sei': '13.18'}",CHEMBL211967,,CHEMBL211967,5.30,False,http://www.openphacts.org/units/Nanomolar,548353,=,1,True,=,,IC50,nM,,5000.0,CHEMBL5174,Homo sapiens,Neuropilin-1,9606,,,IC50,uM,UO_0000065,,5.0
,1747734,[],CHEMBL867991,Inhibition of VEGF165-NRP1 interaction by ELISA,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(-c2c(C#N)c3cccc(Cl)n3c2NCCc2ccccc2)cc1,,,CHEMBL1146846,Bioorg. Med. Chem. Lett.,2006,"{'bei': '13.19', 'le': '0.25', 'lle': '-0.49', 'sei': '10.72'}",CHEMBL215838,,CHEMBL215838,5.30,False,http://www.openphacts.org/units/Nanomolar,548354,=,1,True,=,,IC50,nM,,5000.0,CHEMBL5174,Homo sapiens,Neuropilin-1,9606,,,IC50,uM,UO_0000065,,5.0
,1747735,[],CHEMBL867991,Inhibition of VEGF165-NRP1 interaction by ELISA,B,,,BAO_0000190,BAO_0000357,single protein format,N#Cc1c(-c2cccnc2)c(NCCc2ccccc2)n2c(Cl)cccc12,,,CHEMBL1146846,Bioorg. Med. Chem. Lett.,2006,"{'bei': '14.48', 'le': '0.27', 'lle': '0.22', 'sei': '10.16'}",CHEMBL425427,,CHEMBL425427,5.40,False,http://www.openphacts.org/units/Nanomolar,548355,=,1,True,=,,IC50,nM,,4000.0,CHEMBL5174,Homo sapiens,Neuropilin-1,9606,,,IC50,uM,UO_0000065,,4.0
,1747736,[],CHEMBL867991,Inhibition of VEGF165-NRP1 interaction by ELISA,B,,,BAO_0000190,BAO_0000357,single protein format,N#Cc1c(-c2ccccc2F)c(NCCc2ccccc2)n2c(Cl)cccc12,,,CHEMBL1146846,Bioorg. Med. Chem. Lett.,2006,"{'bei': '14.17', 'le': '0.27', 'lle': '-0.41', 'sei': '13.73'}",CHEMBL438268,,CHEMBL438268,5.52,False,http://www.openphacts.org/units/Nanomolar,548361,=,1,True,=,,IC50,nM,,3000.0,CHEMBL5174,Homo sapiens,Neuropilin-1,9606,,,IC50,uM,UO_0000065,,3.0
,1747737,[],CHEMBL867991,Inhibition of VEGF165-NRP1 interaction by ELISA,B,,,BAO_0000190,BAO_0000357,single protein format,N#Cc1c(CCc2ccccc2)c(NCCc2ccccc2)n2c(Cl)cccc12,,,CHEMBL1146846,Bioorg. Med. Chem. Lett.,2006,"{'bei': '14.25', 'le': '0.27', 'lle': '-0.20', 'sei': '14.17'}",CHEMBL215821,,CHEMBL215821,5.70,False,http://www.openphacts.org/units/Nanomolar,548362,=,1,True,=,,IC50,nM,,2000.0,CHEMBL5174,Homo sapiens,Neuropilin-1,9606,,,IC50,uM,UO_0000065,,2.0
,1747738,[],CHEMBL867991,Inhibition of VEGF165-NRP1 interaction by ELISA,B,,,BAO_0000190,BAO_0000357,single protein format,N#Cc1c(-c2ccccn2)c(NCCc2ccccc2)n2c(Cl)cccc12,,,CHEMBL1146846,Bioorg. Med. Chem. Lett.,2006,"{'bei': '15.28', 'le': '0.29', 'lle': '0.52', 'sei': '10.73'}",CHEMBL215902,,CHEMBL215902,5.70,False,http://www.openphacts.org/units/Nanomolar,548363,=,1,True,=,,IC50,nM,,2000.0,CHEMBL5174,Homo sapiens,Neuropilin-1,9606,,,IC50,uM,UO_0000065,,2.0
,1747739,[],CHEMBL867991,Inhibition of VEGF165-NRP1 interaction by ELISA,B,,,BAO_0000190,BAO_0000357,single protein format,N#Cc1c(-c2ccc(Cl)cc2)c(NCCc2ccccc2)n2c(Cl)cccc12,,,CHEMBL1146846,Bioorg. Med. Chem. Lett.,2006,"{'bei': '14.03', 'le': '0.28', 'lle': '-0.74', 'sei': '14.17'}",CHEMBL215831,,CHEMBL215831,5.70,False,http://www.openphacts.org/units/Nanomolar,548365,=,1,True,=,,IC50,nM,,2000.0,CHEMBL5174,Homo sapiens,Neuropilin-1,9606,,,IC50,uM,UO_0000065,,2.0
,1747740,[],CHEMBL867991,Inhibition of VEGF165-NRP1 interaction by ELISA,B,,,BAO_0000190,BAO_0000357,single protein format,N#Cc1c(-c2cccc(F)c2)c(NCCc2ccccc2)n2c(Cl)cccc12,,,CHEMBL1146846,Bioorg. Med. Chem. Lett.,2006,"{'bei': '14.62', 'le': '0.28', 'lle': '-0.23', 'sei': '14.17'}",CHEMBL386361,,CHEMBL386361,5.70,False,http://www.openphacts.org/units/Nanomolar,548366,=,1,True,=,,IC50,nM,,2000.0,CHEMBL5174,Homo sapiens,Neuropilin-1,9606,,,IC50,uM,UO_0000065,,2.0
,1747748,[],CHEMBL867991,Inhibition of VEGF165-NRP1 interaction by ELISA,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cccc(-c2c(C#N)c3cccc(Cl)n3c2NCCc2ccccc2)c1,,,CHEMBL1146846,Bioorg. Med. Chem. Lett.,2006,"{'bei': '14.18', 'le': '0.27', 'lle': '-0.09', 'sei': '11.52'}",CHEMBL387255,,CHEMBL387255,5.70,False,http://www.openphacts.org/units/Nanomolar,548364,=,1,True,=,,IC50,nM,,2000.0,CHEMBL5174,Homo sapiens,Neuropilin-1,9606,,,IC50,uM,UO_0000065,,2.0
,1747749,[],CHEMBL867991,Inhibition of VEGF165-NRP1 interaction by ELISA,B,,,BAO_0000190,BAO_0000357,single protein format,N#Cc1c(-c2ccccc2Cl)c(NCCc2ccccc2)n2c(Cl)cccc12,,,CHEMBL1146846,Bioorg. Med. Chem. Lett.,2006,"{'bei': '13.59', 'le': '0.27', 'lle': '-0.92', 'sei': '13.73'}",CHEMBL377214,,CHEMBL377214,5.52,False,http://www.openphacts.org/units/Nanomolar,548360,=,1,True,=,,IC50,nM,,3000.0,CHEMBL5174,Homo sapiens,Neuropilin-1,9606,,,IC50,uM,UO_0000065,,3.0
,1747750,[],CHEMBL867991,Inhibition of VEGF165-NRP1 interaction by ELISA,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccccc1-c1c(C#N)c2cccc(Cl)n2c1NCCc1ccccc1,,,CHEMBL1146846,Bioorg. Med. Chem. Lett.,2006,"{'bei': '13.74', 'le': '0.26', 'lle': '-0.27', 'sei': '11.17'}",CHEMBL213245,,CHEMBL213245,5.52,False,http://www.openphacts.org/units/Nanomolar,548359,=,1,True,=,,IC50,nM,,3000.0,CHEMBL5174,Homo sapiens,Neuropilin-1,9606,,,IC50,uM,UO_0000065,,3.0
,1747751,[],CHEMBL867991,Inhibition of VEGF165-NRP1 interaction by ELISA,B,,,BAO_0000190,BAO_0000357,single protein format,CSc1ccc(-c2c(C#N)c3cccc(Cl)n3c2NCCc2ccccc2)cc1,,,CHEMBL1146846,Bioorg. Med. Chem. Lett.,2006,"{'bei': '13.21', 'le': '0.26', 'lle': '-0.99', 'sei': '13.73'}",CHEMBL215962,,CHEMBL215962,5.52,False,http://www.openphacts.org/units/Nanomolar,548358,=,1,True,=,,IC50,nM,,3000.0,CHEMBL5174,Homo sapiens,Neuropilin-1,9606,,,IC50,uM,UO_0000065,,3.0
,1747753,[],CHEMBL867991,Inhibition of VEGF165-NRP1 interaction by ELISA,B,,,BAO_0000190,BAO_0000357,single protein format,N#Cc1c(-c2cccc(Cl)c2)c(NCCc2ccccc2)n2c(Cl)cccc12,,,CHEMBL1146846,Bioorg. Med. Chem. Lett.,2006,"{'bei': '13.59', 'le': '0.27', 'lle': '-0.92', 'sei': '13.73'}",CHEMBL384861,,CHEMBL384861,5.52,False,http://www.openphacts.org/units/Nanomolar,548357,=,1,True,=,,IC50,nM,,3000.0,CHEMBL5174,Homo sapiens,Neuropilin-1,9606,,,IC50,uM,UO_0000065,,3.0
,1747757,[],CHEMBL867991,Inhibition of VEGF165-NRP1 interaction by ELISA,B,,,BAO_0000190,BAO_0000357,single protein format,N#Cc1c(-c2ccc(F)c3ccccc23)c(NCCc2ccccc2)n2c(Cl)cccc12,,,CHEMBL1146846,Bioorg. Med. Chem. Lett.,2006,"{'bei': '12.27', 'le': '0.23', 'lle': '-1.68', 'sei': '13.42'}",CHEMBL384737,,CHEMBL384737,5.40,False,http://www.openphacts.org/units/Nanomolar,548356,=,1,True,=,,IC50,nM,,4000.0,CHEMBL5174,Homo sapiens,Neuropilin-1,9606,,,IC50,uM,UO_0000065,,4.0
,1747758,[],CHEMBL867991,Inhibition of VEGF165-NRP1 interaction by ELISA,B,,,BAO_0000190,BAO_0000357,single protein format,N#Cc1c(-c2ccccc2)c(NC2CCCCC2)n2c(Cl)cccc12,,,CHEMBL1146846,Bioorg. Med. Chem. Lett.,2006,"{'bei': '12.97', 'le': '0.25', 'lle': '-1.34', 'sei': '11.28'}",CHEMBL379579,,CHEMBL379579,4.54,False,http://www.openphacts.org/units/Nanomolar,548315,=,1,True,=,,IC50,nM,,29000.0,CHEMBL5174,Homo sapiens,Neuropilin-1,9606,,,IC50,uM,UO_0000065,,29.0
,1759510,[],CHEMBL867991,Inhibition of VEGF165-NRP1 interaction by ELISA,B,,,BAO_0000190,BAO_0000357,single protein format,N#Cc1c(-c2ccccc2)c(NCCN)n2c(Cl)cccc12,,,CHEMBL1146846,Bioorg. Med. Chem. Lett.,2006,"{'bei': '14.05', 'le': '0.27', 'lle': '0.87', 'sei': '6.59'}",CHEMBL212851,,CHEMBL212851,4.37,False,http://www.openphacts.org/units/Nanomolar,548331,=,1,True,=,,IC50,nM,,43000.0,CHEMBL5174,Homo sapiens,Neuropilin-1,9606,,,IC50,uM,UO_0000065,,43.0
,1759511,[],CHEMBL867991,Inhibition of VEGF165-NRP1 interaction by ELISA,B,,,BAO_0000190,BAO_0000357,single protein format,N#Cc1c(-c2ccccc2)c(NCC(=O)NCc2ccco2)n2c(Cl)cccc12,,,CHEMBL1146846,Bioorg. Med. Chem. Lett.,2006,"{'bei': '11.66', 'le': '0.22', 'lle': '0.27', 'sei': '5.72'}",CHEMBL379360,,CHEMBL379360,4.72,False,http://www.openphacts.org/units/Nanomolar,548332,=,1,True,=,,IC50,nM,,19000.0,CHEMBL5174,Homo sapiens,Neuropilin-1,9606,,,IC50,uM,UO_0000065,,19.0
,1759512,[],CHEMBL867991,Inhibition of VEGF165-NRP1 interaction by ELISA,B,,,BAO_0000190,BAO_0000357,single protein format,N#Cc1c(-c2ccccc2)c(NCc2ccc(Cl)c(Cl)c2)n2c(Cl)cccc12,,,CHEMBL1146846,Bioorg. Med. Chem. Lett.,2006,"{'bei': '11.45', 'le': '0.24', 'lle': '-2.16', 'sei': '12.15'}",CHEMBL377657,,CHEMBL377657,4.89,False,http://www.openphacts.org/units/Nanomolar,548333,=,1,True,=,,IC50,nM,,13000.0,CHEMBL5174,Homo sapiens,Neuropilin-1,9606,,,IC50,uM,UO_0000065,,13.0
,3191139,[],CHEMBL1101245,Displacement of [125I]VEGF-A from human NRP1 expressed in pig aortic endothelial cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CC[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O,,,CHEMBL1155371,J. Med. Chem.,2010,"{'bei': '5.46', 'le': '0.11', 'lle': '9.19', 'sei': '1.13'}",CHEMBL2372526,,CHEMBL2372526,4.75,False,http://www.openphacts.org/units/Nanomolar,895730,=,1,True,=,,IC50,nM,,18000.0,CHEMBL5174,Homo sapiens,Neuropilin-1,9606,,,IC50,uM,UO_0000065,,18.0
,3191140,[],CHEMBL1101245,Displacement of [125I]VEGF-A from human NRP1 expressed in pig aortic endothelial cells,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCCN)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O,,,CHEMBL1155371,J. Med. Chem.,2010,"{'bei': '9.61', 'le': '0.19', 'lle': '6.75', 'sei': '1.97'}",CHEMBL1090056,,CHEMBL1090056,4.52,False,http://www.openphacts.org/units/Nanomolar,895731,=,1,True,=,,IC50,nM,,30000.0,CHEMBL5174,Homo sapiens,Neuropilin-1,9606,,,IC50,uM,UO_0000065,,30.0
